top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
60.297,39.703,82.6797,17.3203,37.7157,62.2843,65.5944,34.4056,1.8318490982055664,2.907066822052002,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,1
60.4043,39.5957,82.7283,17.2717,39.7334,60.2666,67.2109,32.7891,1.826610803604126,2.782353401184082,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,59,2
60.3861,39.6139,82.704,17.296,38.7651,61.2349,66.4371,33.5629,1.828115701675415,2.8455069065093994,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,2
60.3456,39.6544,82.6959,17.3041,38.1979,61.8021,65.9631,34.0369,1.829342007637024,2.881359338760376,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,2
60.3193,39.6807,82.6999,17.3001,38.0075,61.9925,65.8111,34.1889,1.8300251960754395,2.8933753967285156,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,2
60.297,39.703,82.6898,17.3102,37.7279,62.2721,65.5944,34.4056,1.8318443298339844,2.907048463821411,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,2
63.9778,36.0222,85.2524,14.7476,43.4406,56.5594,70.5332,29.4668,1.6402788162231445,2.5788962841033936,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,0
63.8927,36.1073,85.1835,14.8165,42.2595,57.7405,69.6135,30.3865,1.6441136598587036,2.646644353866577,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,0
63.8623,36.1377,85.1673,14.8327,41.6579,58.3421,69.1921,30.8079,1.6453754901885986,2.6843955516815186,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,0
63.8522,36.1478,85.1592,14.8408,41.4148,58.5852,69.0078,30.9922,1.646088719367981,2.6970534324645996,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,0
63.7833,36.2167,85.1714,14.8286,41.2021,58.7979,68.8214,31.1786,1.6479462385177612,2.711411237716675,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,0
63.9616,36.0384,85.2423,14.7577,43.4628,56.5372,70.4987,29.5013,1.6420717239379883,2.5799977779388428,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,1
63.8887,36.1113,85.1795,14.8205,42.2636,57.7364,69.6013,30.3987,1.644121766090393,2.6467092037200928,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,1
63.8684,36.1316,85.1673,14.8327,41.6376,58.3624,69.2225,30.7775,1.6453782320022583,2.6844077110290527,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,1
63.838,36.162,85.1592,14.8408,41.4087,58.5913,69.0361,30.9639,1.6461020708084106,2.6970584392547607,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,1
63.7752,36.2248,85.1754,14.8246,41.2021,58.7979,68.8194,31.1806,1.6479393243789673,2.711426258087158,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,1
63.9616,36.0384,85.2301,14.7699,43.4365,56.5635,70.4846,29.5154,1.6420655250549316,2.5800135135650635,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,2
63.8907,36.1093,85.1734,14.8266,42.2676,57.7324,69.6135,30.3865,1.6441195011138916,2.6467247009277344,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,2
63.8542,36.1458,85.1572,14.8428,41.6619,58.3381,69.2326,30.7674,1.6453708410263062,2.6844091415405273,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,2
63.8421,36.1579,85.1714,14.8286,41.4229,58.5771,69.0442,30.9558,1.6460915803909302,2.6970462799072266,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,2
63.7874,36.2126,85.1673,14.8327,41.1899,58.8101,68.8234,31.1766,1.647951364517212,2.711440086364746,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,2
68.0334,31.9666,87.8393,12.1607,47.5083,52.4917,74.4125,25.5875,1.4363243579864502,2.3517422676086426,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,0
68.007,31.993,87.8008,12.1992,46.2665,53.7335,73.4928,26.5072,1.439125895500183,2.4222631454467773,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,0
67.9767,32.0233,87.8008,12.1992,45.6324,54.3676,73.0066,26.9934,1.4401655197143555,2.462451934814453,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,0
67.9422,32.0578,87.7826,12.2174,45.4096,54.5904,72.8507,27.1493,1.4408488273620605,2.4759459495544434,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,0
67.8754,32.1246,87.7866,12.2134,45.1807,54.8193,72.6582,27.3418,1.4425342082977295,2.491520643234253,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,0
68.0233,31.9767,87.8332,12.1668,47.486,52.514,74.3437,25.6563,1.4373937845230103,2.3523378372192383,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,1
68.005,31.995,87.8008,12.1992,46.2604,53.7396,73.4867,26.5133,1.4391368627548218,2.422238349914551,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,1
67.9686,32.0314,87.7947,12.2053,45.6223,54.3777,73.0147,26.9853,1.4401687383651733,2.4624075889587402,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,1
67.9402,32.0598,87.8008,12.1992,45.4116,54.5884,72.8588,27.1412,1.4408468008041382,2.475986957550049,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,1
67.8815,32.1185,87.8028,12.1972,45.1989,54.8011,72.642,27.358,1.4425245523452759,2.491544008255005,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,1
